"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Specimen","","","",0,*,"","","","","Sample for analysis","A sample to be used for analysis.","","","","","","","","","",,,,,"",,,,"Resource",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-1:If the resource is contained in another resource, it SHALL NOT contain any narrative {contained.text.empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource {contained.where(('#'+id in %resource.descendants().reference).not()).empty()}"
"Specimen.container.specimenQuantity.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Specimen.container.specimenQuantity.value","","","",0,1,"","","Y","decimal {[]} {[]}
","Numerical value (with implicit precision)","The value of the measured amount. The value includes an implicit precision in the presentation of the value.","The implicit precision in the value should always be honored. Monetary values have their own rules for handling precision (refer to standard accounting text books).","Precision is handled implicitly in almost all cases of measurement.","","","","","","","",,,,,"",,,,"Quantity.value",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.container.specimenQuantity.comparator","","","",0,0,"","Y","Y","code {[]} {[]}
","< | <= | >= | > - how to understand the value","Not allowed to be used in this context","This is labeled as ""Is Modifier"" because the comparator modifies the interpretation of the value significantly. If there is no comparator, then there is no modification of the value.","Need a framework for handling measures where the value is <5ug/L or >400mg/L due to the limitations of measuring methodology.","","If there is no comparator, then there is no modification of the value","","","","","",,"required","How the Quantity should be understood and represented.","http://hl7.org/fhir/ValueSet/quantity-comparator","",,,,"Quantity.comparator",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.container.specimenQuantity.unit","","","",0,1,"","","Y","string {[]} {[]}
","Unit representation","A human-readable form of the unit.","Note that FHIR strings may not exceed 1MB in size","There are many representations for units of measure and in many contexts, particular representations are fixed and required. I.e. mcg for micrograms.","","","","","","","",,,,,"",,,,"Quantity.unit",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.container.specimenQuantity.system","","","",0,1,"","","Y","uri {[]} {[]}
","System that defines coded unit form","The identification of the system that provides the coded form of the unit.","see http://en.wikipedia.org/wiki/Uniform_resource_identifier","Need to know the system that defines the coded form of the unit.","","","","","","","",,,,,"",,,,"Quantity.system",0,1,"ele-1
qty-3","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.container.specimenQuantity.code","","","",0,1,"","","Y","code {[]} {[]}
","Coded form of the unit","A computer processable form of the unit in some unit representation system.","The preferred system is UCUM, but SNOMED CT can also be used (for customary units) or ISO 4217 for currency.  The context of use may additionally require a code from a particular system.","Need a computable form of the unit that is fixed across all forms. UCUM provides this for quantities, but SNOMED CT provides many units of interest.","","","","","","","",,,,,"",,,,"Quantity.code",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.container.additive[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Substance]]}","Additive associated with container","Introduced substance to preserve, maintain or enhance the specimen. Examples: Formalin, Citrate, EDTA.","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.","","","","","","","","",,"example","Substance added to specimen container","http://hl7.org/fhir/ValueSet/v2-0371","",,,,"Specimen.container.additive[x]",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.note","","","",0,*,"","","","Annotation {[]} {[]}
","Comments","To communicate any details or issues about the specimen or during the specimen collection. (for example: broken vial, sent with patient, frozen).","For systems that do not have structured annotations, they can simply communicate a single annotation with no author or time.  This element may need to be included in narrative because of the potential for modifying information.  *Annotations SHOULD NOT* be used to communicate ""modifying"" information that could be computable. (This is a SHOULD because enforcing user behavior is nearly impossible).","","","","","","","","",,,,,"",,,,"Specimen.note",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.note.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","Note that FHIR strings may not exceed 1MB in size","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
"
"Specimen.note.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
